index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
19,8900.0,38.0,-83.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
20,13250.0,32.0,-71.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
21,11710.0,70.0,-72.0,-47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
22,10640.0,62.0,-68.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
23,45630.0,155.0,49.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
24,424650.0,1069.0,1.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6000.0,4000.0,0,0,1,0
25,38820.0,213.0,-82.0,-57.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
26,56960.0,200.0,-70.0,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27,212260.0,729.0,-50.0,-28.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1400.0,1000.0,0,0,1,0
28,42950.0,172.0,-76.0,-61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,0,0
29,172290.0,437.0,-57.0,-55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,0,0,1,0
30,395110.0,1043.0,46.0,40.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6000.0,2000.0,0,0,1,0
31,51320.0,239.0,11.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,0,0
32,144880.0,361.0,-46.0,-52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0,0,1,0
33,477750.0,1132.0,86.0,60.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,600.0,0,0,1,0
34,71840.0,255.0,54.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,0,0
35,127360.0,351.0,-54.0,-53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,0,0,1,0
36,514800.0,1369.0,95.0,94.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,15700.0,10000.0,0,0,1,0
37,69440.0,266.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
38,28460.0,117.0,-45.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
39,23220.0,112.0,-53.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
40,16630.0,81.0,-65.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
41,8750.0,47.0,-80.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
42,20150.0,64.0,-51.0,-62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
43,15590.0,82.0,-59.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
44,102720.0,265.0,-64.0,-66.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,2000.0,0,0,1,0
45,250030.0,687.0,-8.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
46,39510.0,204.0,12.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
47,64200.0,198.0,86.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0,1,0,0
48,309010.0,983.0,15.0,38.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1800.0,1000.0,0,1,1,1
49,59060.0,264.0,65.0,85.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,1,0,1
50,66510.0,215.0,93.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0,1,0,1
51,248900.0,739.0,-9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,0,1,1,1
52,51620.0,186.0,51.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000.0,0,1,0,0
53,45150.0,140.0,24.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
54,60460.0,191.0,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
55,18330.0,91.0,-57.0,-43.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
56,50580.0,134.0,15.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
57,269070.0,767.0,-1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,400.0,0,0,1,0
58,37360.0,171.0,-21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
59,372770.0,975.0,37.0,32.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,700.0,0,0,1,0
60,44180.0,203.0,-10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
61,32070.0,138.0,-36.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
62,31540.0,121.0,-32.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
63,46380.0,133.0,6.0,-16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
64,18160.0,78.0,-57.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
65,147520.0,472.0,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
66,202640.0,588.0,-33.0,-41.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4300.0,4000.0,0,0,1,0
67,259110.0,1409.0,-11.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0,0,1,0
68,40210.0,193.0,-71.0,-59.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
69,59210.0,175.0,-54.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
70,590510.0,1780.0,23.0,-6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,0,0,1,0
71,75930.0,305.0,-38.0,-27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,0,0
72,73030.0,240.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
73,317360.0,1068.0,-36.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
74,227990.0,734.0,-52.0,-59.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4300.0,4000.0,0,0,1,0
75,96080.0,433.0,60.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
76,210960.0,773.0,-44.0,-35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,1,0
77,24900.0,159.0,-57.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
78,302440.0,1250.0,-16.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,300.0,0,0,1,0
79,46160.0,250.0,-16.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,0,0
80,436650.0,1232.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
81,58230.0,279.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
82,36380.0,222.0,-32.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,1,0,0
83,169370.0,644.0,-53.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
84,96600.0,383.0,87.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
85,233810.0,839.0,-31.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
86,149050.0,697.0,-54.0,-35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,1,0
87,63550.0,325.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
88,194580.0,697.0,-35.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
89,63550.0,325.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
90,194580.0,697.0,-35.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
91,46020.0,267.0,-18.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
92,104390.0,331.0,91.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
93,285750.0,791.0,1.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
94,26510.0,106.0,-55.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
95,25580.0,120.0,-54.0,-53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,0,0
96,298230.0,916.0,9.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
97,39040.0,231.0,-26.0,-5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
98,54990.0,182.0,1.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
99,172120.0,537.0,-35.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
100,25280.0,158.0,-54.0,-35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
101,270040.0,717.0,10.0,-14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,500.0,0,0,1,0
102,41120.0,132.0,-21.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
103,22710.0,68.0,-57.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
104,13160.0,46.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
105,19500.0,80.0,-51.0,-51.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
106,12970.0,53.0,-65.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
107,166700.0,363.0,-34.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
108,274170.0,997.0,15.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
109,56120.0,222.0,100.0,89.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,1,0,0
110,226790.0,717.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
111,134640.0,611.0,-41.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
112,49910.0,208.0,61.0,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,1,0,0
113,328050.0,707.0,51.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0,1,1,0
114,140090.0,380.0,-40.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
115,42820.0,150.0,28.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,0,0
116,157740.0,440.0,-31.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
117,325750.0,1068.0,50.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,1,0
118,300520.0,894.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
119,465730.0,1325.0,-7.0,-12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,1,0
120,336600.0,984.0,-32.0,-34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,1,0
121,112300.0,263.0,-55.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
122,951410.0,1332.0,98.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
123,203850.0,476.0,-14.0,-32.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,0,0
124,715390.0,1923.0,36.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0,0,1,0
125,160350.0,828.0,-31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
126,76150.0,260.0,-52.0,-50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
127,373180.0,1246.0,-32.0,-14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0,0,1,0
128,481630.0,1678.0,-10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
129,620720.0,1789.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
130,99160.0,514.0,-34.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
131,280830.0,689.0,94.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,0,0
132,557230.0,1642.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
133,65800.0,259.0,-58.0,-49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
134,270490.0,865.0,83.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
135,307540.0,1020.0,-44.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
136,51230.0,222.0,-68.0,-57.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,0,0
137,314100.0,904.0,-41.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
138,368340.0,1325.0,-28.0,-4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0,0,1,0
139,114540.0,488.0,-23.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8000.0,5000.0,0,0,0,0
140,316200.0,1089.0,-37.0,-21.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2700.0,1000.0,0,0,1,0
141,209760.0,919.0,46.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
142,46300.0,197.0,-69.0,-63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
143,372380.0,1264.0,-26.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
144,47830.0,264.0,-65.0,-47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,0,0
145,396530.0,1209.0,-10.0,-13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0,0,1,0
146,87740.0,357.0,-30.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
147,74570.0,308.0,-41.0,-35.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4000.0,3000.0,0,0,0,0
148,37490.0,224.0,-70.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
149,303610.0,1034.0,-26.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
150,278230.0,1060.0,-31.0,-18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0,0,1,0
151,64930.0,273.0,-35.0,-33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,0,0,0
152,498960.0,1447.0,30.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0,0,1,0
153,443740.0,1321.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
154,39620.0,195.0,-61.0,-53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,0,0,0
155,788230.0,1484.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
156,119460.0,269.0,-70.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
157,65100.0,172.0,-82.0,-75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0,0,0,0
158,1049580.0,1807.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
159,715540.0,1471.0,-13.0,-4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,600.0,0,1,1,0
160,92520.0,169.0,-73.0,-74.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0,1,0,0
161,974430.0,1828.0,20.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20600.0,20000.0,1,2,1,0
162,696470.0,1368.0,-16.0,-12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2400.0,2000.0,1,2,1,0
163,61620.0,195.0,-33.0,-4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,1,2,0,0
164,1124850.0,2153.0,37.0,39.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3900.0,2000.0,0,2,1,0
165,640820.0,1235.0,-25.0,-23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0,1,1,0
166,1096910.0,2037.0,31.0,29.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3700.0,3000.0,0,1,1,0
167,155540.0,363.0,74.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
168,722590.0,2125.0,-17.0,30.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,4000.0,0,1,1,0
169,582700.0,1232.0,-32.0,-28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000.0,0,1,1,0
170,691310.0,1416.0,-14.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
171,698810.0,1279.0,-11.0,-14.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8000.0,4000.0,0,1,1,0
172,94110.0,314.0,-76.0,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
173,716630.0,1677.0,-8.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,500.0,0,0,1,0
174,641120.0,1571.0,-17.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,0,0,1,0
175,384230.0,751.0,4.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9700.0,6000.0,0,0,0,0
176,790830.0,1434.0,5.0,-4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13000.0,10000.0,0,0,1,0
177,390180.0,938.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
178,69360.0,257.0,-81.0,-65.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0,1,0,0
179,936850.0,1737.0,24.0,17.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2600.0,2000.0,0,1,1,0
180,432690.0,1012.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
181,441960.0,1006.0,-42.0,-33.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6000.0,3000.0,0,0,1,0
182,912890.0,2001.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
183,446210.0,1030.0,-40.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
184,84630.0,233.0,-75.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
185,77540.0,174.0,-75.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
186,117040.0,328.0,-57.0,-45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0,0,0,0
187,414700.0,900.0,69.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
188,960770.0,2117.0,36.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
189,763520.0,2079.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
190,541040.0,1295.0,-26.0,-19.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4200.0,3000.0,0,1,1,1
191,1127430.0,3031.0,58.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0,1,1,0
192,664090.0,1824.0,-12.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,600.0,0,1,1,0
193,320150.0,1012.0,-58.0,-42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,3000.0,0,0,1,0
194,768080.0,2124.0,8.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0,0,1,0
195,474770.0,1512.0,-32.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
196,682910.0,1486.0,-2.0,-18.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6000.0,4000.0,0,0,1,0
197,1256570.0,3289.0,86.0,88.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6200.0,5000.0,0,0,1,0
198,576040.0,1541.0,-24.0,-22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0,0,1,0
